1,CUAUHTEMOC
2,IZTACALCO
3,VENUSTIANO CARRANZA
4,GUSTAVO A. MADERO
5,XOCHIMILCO
6,TLAHUAC
7,IZTAPALAPA
8,MIGUEL HIDALGO
9,ALVARO OBREGON
10,AZCAPOTZALCO
11,TLALPAN
12,COYOACAN
13,MILPA ALTA
14,CUAJIMALPA DE MORELOS
15,BENITO JUAREZ
16,LA MAGDALENA CONTRERAS
