"ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","PROM_OCUP","PRO_OCUP_C"
9,"Ciudad de México",13,"Xochimilco",183,"Hualpalcaltepec","*","*"
9,"Ciudad de México",13,"Xochimilco",184,"Atotle",3.75,0.99
9,"Ciudad de México",13,"Xochimilco",185,"Los Tejocotes",3.88,1.48
9,"Ciudad de México",13,"Xochimilco",187,"Tepepatlaxtle",3.95,1.07
9,"Ciudad de México",13,"Xochimilco",190,"Tixculco",2.47,1.2
9,"Ciudad de México",13,"Xochimilco",191,"Tecoexcontitla",3.46,0.99
9,"Ciudad de México",13,"Xochimilco",193,"El Potrero (Bosques de la Paz)",3.45,1.23
9,"Ciudad de México",13,"Xochimilco",195,"Paraje Tepanyecac",3.63,0.94
9,"Ciudad de México",13,"Xochimilco",196,"Tepepula",4,1.09
9,"Ciudad de México",13,"Xochimilco",197,"La Angostura",3,1.91
9,"Ciudad de México",13,"Xochimilco",198,"Sihuatlixpa",3.13,0.66
9,"Ciudad de México",13,"Xochimilco",201,"Cuatixi",3.12,0.93
9,"Ciudad de México",13,"Xochimilco",202,"Paraje Zacapa",3.67,1.61
9,"Ciudad de México",13,"Xochimilco",203,"Santa Catarina (Piedra Blanca)",4.15,0.93
9,"Ciudad de México",13,"Xochimilco",204,"Huepaltepec",4.58,1.38
9,"Ciudad de México",13,"Xochimilco",205,"Tecuanatla (Arenal Papanco)",3.7,1.1
9,"Ciudad de México",13,"Xochimilco",206,"Tepepecalachico (Inopilco)",3.8,0.83
9,"Ciudad de México",13,"Xochimilco",207,"Rancho la Flor","*","*"
9,"Ciudad de México",13,"Xochimilco",208,"Los Cedros","*","*"
9,"Ciudad de México",13,"Xochimilco",209,"Tepeclite",3.33,1
9,"Ciudad de México",13,"Xochimilco",210,"Acalipa",4.14,0.97
9,"Ciudad de México",13,"Xochimilco",213,"Ampliación Bugambilias (Nauhtecpan)",4.13,1.24
9,"Ciudad de México",13,"Xochimilco",214,"Tepeyecac (El Arenal)",3.23,1.23
9,"Ciudad de México",13,"Xochimilco",215,"Tepexomulco (Kilómetro 27.8)",3,0.92
9,"Ciudad de México",13,"Xochimilco",218,"Ixcuicuilco",3.58,1.19
9,"Ciudad de México",13,"Xochimilco",224,"Corralón Policía Federal de Caminos",4.67,1.75
9,"Ciudad de México",13,"Xochimilco",226,"Cocopalcuautla",3.55,0.99
9,"Ciudad de México",13,"Xochimilco",231,"Tecanco",3.94,1.49
9,"Ciudad de México",13,"Xochimilco",232,"Atlaxco",3.24,1.5
9,"Ciudad de México",13,"Xochimilco",234,"Barrio Nochicala",2.52,0.77
9,"Ciudad de México",13,"Xochimilco",236,"Camino Real a San Pedro",4.58,1.51
9,"Ciudad de México",13,"Xochimilco",237,"El Cedral",4,1.04
9,"Ciudad de México",13,"Xochimilco",238,"La Espejera",4.44,2.22
9,"Ciudad de México",13,"Xochimilco",239,"Ahuatitla (Texcopaxuli)",4.07,1.27
9,"Ciudad de México",13,"Xochimilco",242,"Atenco (Tlaquilpa)",3.13,1
9,"Ciudad de México",13,"Xochimilco",243,"Naxayopa",4.28,1.46
9,"Ciudad de México",13,"Xochimilco",244,"Coapantitla",5.17,1.19
9,"Ciudad de México",13,"Xochimilco",245,"San Martín","*","*"
9,"Ciudad de México",13,"Xochimilco",246,"Francisco Villa (Tepejoyuca)",4.5,1.35
9,"Ciudad de México",13,"Xochimilco",247,"Tecaxi","*","*"
9,"Ciudad de México",13,"Xochimilco",249,"Chililico",3.9,1.59
9,"Ciudad de México",13,"Xochimilco",251,"Camino al Panteón (Las Cruces)",4.5,1.93
9,"Ciudad de México",13,"Xochimilco",252,"Texopantitla (Chocolines)",3.37,1.08
9,"Ciudad de México",13,"Xochimilco",253,"Ilimunxutitla",3.74,1.22
9,"Ciudad de México",13,"Xochimilco",256,"La Cienega","*","*"
9,"Ciudad de México",13,"Xochimilco",257,"Los Pinos (Tecacahuaco)",3.88,1.2
9,"Ciudad de México",13,"Xochimilco",258,"Temamatla",4.42,1.23
9,"Ciudad de México",13,"Xochimilco",261,"Milahuaytitla",3.6,1.29
9,"Ciudad de México",13,"Xochimilco",262,"Nochicala (Pajaritos)",2.44,0.69
9,"Ciudad de México",13,"Xochimilco",263,"San Juan Diego (Matlacuaitla)",2.95,0.98
9,"Ciudad de México",13,"Xochimilco",264,"Paraje Tlahuiteco",3.57,1.56
9,"Ciudad de México",13,"Xochimilco",265,"Moyocalco",3.59,1.2
9,"Ciudad de México",13,"Xochimilco",266,"Cuahuticultitla",4.5,1.38
9,"Ciudad de México",13,"Xochimilco",267,"Tizilingo",3.41,1.8
9,"Ciudad de México",13,"Xochimilco",269,"Bosques de la Paz",4.1,1.5
9,"Ciudad de México",13,"Xochimilco",270,"Contlalco",4.59,1.53
9,"Ciudad de México",13,"Xochimilco",271,"Tlalmelaca",4.14,1.87
9,"Ciudad de México",13,"Xochimilco",273,"Zacazontlipac",4.29,1.24
9,"Ciudad de México",13,"Xochimilco",274,"Tepetlatzinco",2.4,1.09
9,"Ciudad de México",13,"Xochimilco",275,"El Corazón",3.82,1.27
9,"Ciudad de México",13,"Xochimilco",276,"Ocoxochoca",3.36,1.37
9,"Ciudad de México",13,"Xochimilco",277,"Texcalatlaco",2.67,1.14
9,"Ciudad de México",13,"Xochimilco",278,"Azizicantitla",3.8,1.1
9,"Ciudad de México",13,"Xochimilco",280,"Duraznotitla (Tlaquilpa)","*","*"
9,"Ciudad de México",13,"Xochimilco",281,"Ahuapixititla",3.57,0.86
9,"Ciudad de México",13,"Xochimilco",282,"El Corral",1.5,0.5
9,"Ciudad de México",13,"Xochimilco",283,"Axomulco",3.36,1.47
9,"Ciudad de México",13,"Xochimilco",284,"Oquetzalpa",3.95,1.27
9,"Ciudad de México",13,"Xochimilco",285,"Texcalpa",3.29,1.12
9,"Ciudad de México",13,"Xochimilco",286,"Acapa",2.25,0.5
9,"Ciudad de México",13,"Xochimilco",287,"Ototzingo (Acuario)",3.67,1.83
9,"Ciudad de México",13,"Xochimilco",288,"Tlalmenalqui","*","*"
9,"Ciudad de México",13,"Xochimilco",289,"Zacatongo",3.75,2.5
9,"Ciudad de México",13,"Xochimilco",290,"Ampliacion Tlapanoya Baja",3,1.25
9,"Ciudad de México",13,"Xochimilco",291,"Ampliación San Bartolo",3.7,1.85
9,"Ciudad de México",13,"Xochimilco",292,"Ampliación San Martín Caballero",2.33,1.5
9,"Ciudad de México",13,"Xochimilco",293,"Techachalictic",3.2,1.45
9,"Ciudad de México",13,"Xochimilco",294,"Las Cubetas",4.5,1.69
9,"Ciudad de México",13,"Xochimilco",295,"San Sebastián",3.38,1.5
9,"Ciudad de México",13,"Xochimilco",9998,"Localidades de una vivienda",2.4,1.2
9,"Ciudad de México",13,"Xochimilco",9999,"Localidades de dos viviendas",2.94,1.29
9,"Ciudad de México",14,"Benito Juárez",0,"Total del Municipio",2.46,0.56
9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez",2.46,0.56
9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio",2.75,0.72
9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc",2.75,0.72
9,"Ciudad de México",16,"Miguel Hidalgo",0,"Total del Municipio",2.81,0.66
9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo",2.81,0.66
9,"Ciudad de México",17,"Venustiano Carranza",0,"Total del Municipio",3.26,0.82
9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza",3.26,0.82
